Complaint,DateOccur,Crime,crimeCat,Description,ILEADSAddress,ILEADSStreet,XCoord,YCoord,xyStatus
17-059154,12/04/2017 01:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5444,N EUCLID AVE,895647.9,1039595,FALSE
17-059150,12/04/2017 01:35,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6518,NEOSHO ST,876059.9,1002575,FALSE
17-059152,12/04/2017 01:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1701,N 17TH ST,906252.7,1023717,FALSE
17-059151,12/04/2017 01:57,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1605,S TUCKER BLVD,904417.9,1012434,FALSE
17-059416,12/04/2017 10:30,44012,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",5207,LOUGHBOROUGH AVE,880825.1,997181.1,FALSE
17-059221,12/04/2017 11:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3200,KEOKUK ST,894966.1,1002324,FALSE
17-059221,12/04/2017 11:20,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3200,KEOKUK,0,0,TRUE
17-059217,12/04/2017 11:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3200,WISCONSIN AVE,900282.3,1006159,FALSE
17-059265,12/04/2017 15:20,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5315,MICHIGAN AVE,893475.1,994953.3,FALSE
17-059786,12/04/2017 16:15,44012,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",2766,GRAVOIS AVE,897994.3,1008382,FALSE
17-059277,12/04/2017 17:04,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,10796,LOOKAWAY DR,910124.6,1067250,FALSE
17-059291,12/04/2017 18:07,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4720,S BROADWAY,895912.1,996407,FALSE
17-059293,12/04/2017 18:31,31422,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,4642,TENNESSEE AVE,892555.9,998328.8,FALSE
17-059319,12/04/2017 20:20,10000,Homicide,HOMICIDE,4772,S SPRING AVE,890482,999098.5,FALSE
17-059332,12/04/2017 23:45,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2215,MCCAUSLAND AVE,874722.9,1013801,FALSE
17-059332,12/04/2017 23:45,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2215,MCCAUSLAND AVE,874722.9,1013801,FALSE
17-059334,12/05/2017 01:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1226,OLIVE ST,906266,1018212,FALSE
17-059397,12/05/2017 06:45,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3500,DELOR ST,892159,997204.6,FALSE
17-059412,12/05/2017 11:58,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,3666,FINNEY AVE,897018.1,1023670,FALSE
17-059459,12/05/2017 15:15,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,900,N KINGSHIGHWAY BLVD,887992.3,1027106,FALSE
17-059467,12/05/2017 15:30,43025,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,4524,HARRIS AVE,899285,1034891,FALSE
17-059476,12/05/2017 16:20,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4399,FOREST PARK AVE,890245.9,1021299,FALSE
17-059479,12/05/2017 17:00,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,2627,CHEROKEE ST,898306.3,1005131,FALSE
17-059481,12/05/2017 17:10,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2902,CHEROKEE ST,896624.8,1005215,FALSE
17-059481,12/05/2017 17:10,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2902,CHEROKEE ST,896624.8,1005215,FALSE
17-059499,12/05/2017 18:36,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4228,E COOK AVE,894159.4,1025849,FALSE
17-059499,12/05/2017 18:36,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4228,E COOK AVE,894159.4,1025849,FALSE
17-059502,12/05/2017 18:42,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3731,DR MARTIN LUTHER KING DR,897494.3,1025430,FALSE
17-059507,12/05/2017 20:22,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3933,DUNNICA AVE,890764.1,1003233,FALSE
17-059509,12/05/2017 20:48,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1526,PRESERVATION PL,906229.1,1022176,FALSE
17-059515,12/05/2017 21:40,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5914,RIDGE AVE,881623.4,1033297,FALSE
17-059518,12/05/2017 22:31,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4323,N NEWSTEAD AVE,896892.2,1035595,FALSE
17-059522,12/05/2017 23:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,7701,PENNSYLVANIA AVE,888783.3,988229.6,FALSE
18-026707,12/06/2017 00:01,44025,Aggravated Assault,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,4682,LABADIE AVE,892307.4,1032232,FALSE
17-059527,12/06/2017 00:25,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3152,OSCEOLA ST,894679.3,998986.9,FALSE
17-059539,12/06/2017 06:08,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4,WASHINGTON TER,884874,1026070,FALSE
17-059540,12/06/2017 06:45,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4520,ADELAIDE AVE,899664.7,1034276,FALSE
17-059599,12/06/2017 11:30,10000,Homicide,HOMICIDE,5563,COTE BRILLIANTE AVE,884838.5,1033513,FALSE
17-059598,12/06/2017 12:54,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,716,N KINGSHIGHWAY BLVD,887772.9,1026200,FALSE
17-059625,12/06/2017 15:22,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3842,LABADIE AVE,898643.2,1028716,FALSE
17-059625,12/06/2017 15:22,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3842,LABADIE AVE,898643.2,1028716,FALSE
17-059625,12/06/2017 15:22,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3842,LABADIE AVE,898643.2,1028716,FALSE
17-059641,12/06/2017 16:06,41201,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1362,SEMPLE AVE,884786.8,1030746,FALSE
17-059641,12/06/2017 16:06,41201,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,1362,SEMPLE AVE,884786.8,1030746,FALSE
17-059653,12/06/2017 17:45,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4310,WILCOX AVE,886643.3,1000418,FALSE
17-059653,12/06/2017 17:45,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4310,WILCOX AVE,886643.3,1000418,FALSE
17-059653,12/06/2017 17:45,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4310,WILCOX AVE,886643.3,1000418,FALSE
17-059667,12/06/2017 20:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5814,NATURAL BRIDGE AVE,885331.1,1038727,FALSE
17-059672,12/06/2017 21:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6109,PAGE BLVD,880442.4,1033027,FALSE
17-059677,12/06/2017 22:15,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5074,GENEVIEVE AVE,891419.8,1042375,FALSE
17-059681,12/07/2017 00:07,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,708,ALLEN AVE,904970.7,1009948,FALSE
17-059684,12/07/2017 00:45,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,313,N EUCLID AVE,888222.2,1023907,FALSE
17-059687,12/07/2017 01:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4129,E GREEN LEA PL,899363.6,1033699,FALSE
17-059701,12/07/2017 06:45,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1926,UNION BLVD,887267.2,1032447,FALSE
17-059721,12/07/2017 09:17,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,801,N KINGSHIGHWAY BLVD,887827,1026604,FALSE
17-060554,12/07/2017 10:00,44022,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",5831,PAMPLIN AVE,891000.9,1047846,FALSE
17-059977,12/07/2017 10:30,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,1101,CHOUTEAU AVE,905601.4,1014376,FALSE
17-059748,12/07/2017 11:05,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5100,COLUMBIA AVE,885000.1,1011102,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059805,12/07/2017 15:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3921,N NEWSTEAD AVE,895633.1,1033528,FALSE
17-059806,12/07/2017 15:40,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,1600,OLIVE ST,905028.4,1018736,FALSE
17-059791,12/07/2017 15:46,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1422,WASHINGTON AVE,905738.9,1019194,FALSE
17-059809,12/07/2017 17:25,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1414,KEALTY LN,904285,1014042,FALSE
17-059813,12/07/2017 17:33,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4200,OREGON AVE,896308.6,1000095,FALSE
17-059831,12/07/2017 20:00,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,400,S GRAND BLVD,895948.9,1018746,FALSE
17-059844,12/07/2017 21:00,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,5506,ETZEL AVE,884087.5,1030426,FALSE
17-059856,12/07/2017 22:00,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,5884,TERRY AVE,883564.1,1036261,FALSE
17-059854,12/07/2017 22:12,41026,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,1516,CASS,0,0,TRUE
17-059863,12/07/2017 23:52,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3100,S KINGSHIGHWAY BLVD,886177,1009211,FALSE
17-059865,12/08/2017 01:29,21000,Forcible Rape,RAPE -- FORCIBLE,3800,WEST PINE BLVD,0,0,TRUE
17-059874,12/08/2017 04:50,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,8960,RIVERVIEW BLVD,894481.3,1051455,FALSE
17-059908,12/08/2017 07:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4004,MARCUS AVE,893832.1,1034934,FALSE
17-059986,12/08/2017 15:55,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3160,N VANDEVENTER AVE,898786.1,1029593,FALSE
17-059986,12/08/2017 15:55,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3160,N VANDEVENTER AVE,898786.1,1029593,FALSE
17-060008,12/08/2017 16:25,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3500,N VANDEVENTER AVE,898941.8,1029879,FALSE
17-060007,12/08/2017 17:15,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,5,PORTLAND CT,885122.3,1025077,FALSE
17-060021,12/08/2017 19:45,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1712,BELLE GLADE AVE,895444.9,1027204,FALSE
17-060023,12/08/2017 20:38,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3631,GRAVOIS AVE,893179.3,1004622,FALSE
17-060043,12/08/2017 23:01,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3503,S SPRING AVE,892296.1,1005251,FALSE
17-060044,12/08/2017 23:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,927,PARK AVE,905789.8,1012531,FALSE
17-060056,12/09/2017 01:03,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5084,DR MARTIN LUTHER KING DR,887444.4,1030650,FALSE
17-060056,12/09/2017 01:03,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5084,DR MARTIN LUTHER KING DR,887444.4,1030650,FALSE
17-060059,12/09/2017 05:00,21000,Forcible Rape,RAPE -- FORCIBLE,1200,N GRAND BLVD,0,0,TRUE
17-060363,12/09/2017 11:30,44023,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 3RD DEGRE",3847,ENRIGHT AVE,895835.5,1023298,FALSE
17-060103,12/09/2017 13:39,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1319,N 14TH ST,906561.6,1022276,FALSE
17-060103,12/09/2017 13:39,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1319,N 14TH ST,906561.6,1022276,FALSE
17-060110,12/09/2017 14:50,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,S 18TH ST / CLARK AVE,903906.1,1017271,FALSE
17-060131,12/09/2017 17:35,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3415,HARTFORD ST,894975.8,1007992,FALSE
17-060334,12/09/2017 18:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5880,ETZEL AVE,880708.1,1030678,FALSE
17-060140,12/09/2017 18:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4975,FOUNTAIN AVE,888254,1027663,FALSE
17-060148,12/09/2017 20:00,36112,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/ATTEMPT,3651,PAGE BLVD,897645.6,1024509,FALSE
17-060158,12/09/2017 23:11,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3530,UTAH ST,894097.8,1006470,FALSE
17-060166,12/10/2017 00:05,31211,Robbery,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,301,DE BALIVIERE AVE,881596.2,1025069,FALSE
17-060171,12/10/2017 00:16,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1235,BADEN AVE,895380.9,1048057,FALSE
17-060193,12/10/2017 06:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4600,ADKINS AVE,888320.4,1001091,FALSE
17-060204,12/10/2017 08:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,8433,LOWELL ST,897698.9,1049939,FALSE
17-060219,12/10/2017 10:08,36421,Robbery,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,3720,N KINGSHIGHWAY BLVD,891316,1035410,FALSE
17-060227,12/10/2017 11:04,36211,Robbery,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,4230,S BROADWAY,897347.1,999530.2,FALSE
17-060226,12/10/2017 11:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3637,S KINGSHIGHWAY BLVD,885275.2,1005019,FALSE
17-060275,12/10/2017 17:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5746,ETZEL AVE,881668.3,1030570,FALSE
17-060264,12/10/2017 17:12,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,GRATTAN ST / LASALLE LN,903662.9,1014348,FALSE
17-060264,12/10/2017 17:12,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,0,GRATTAN ST / LASALLE LN,903662.9,1014348,FALSE
17-060285,12/10/2017 20:40,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2650,SIDNEY ST,899154.4,1009509,FALSE
17-060288,12/10/2017 21:00,44016,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,1814,CAMBRIDGE LN,891496.3,1049592,FALSE
17-060286,12/10/2017 21:11,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5802,MICHIGAN AVE,892802.6,993446.3,FALSE
17-060287,12/10/2017 21:24,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,CARONDELET PARK,0,0,TRUE
17-060291,12/10/2017 22:08,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,3900,ARKANSAS AVE,893622.9,1002338,FALSE
17-060301,12/11/2017 00:01,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5660,KINGSBURY AVE,882042.7,1025999,FALSE
17-060320,12/11/2017 00:15,10000,Homicide,HOMICIDE,8417,N BROADWAY,897204.1,1049487,FALSE
17-060304,12/11/2017 01:10,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,5918,LAURA AVE,888999.7,1043907,FALSE
17-060306,12/11/2017 01:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3941,SHENANDOAH AVE,892341.1,1011232,FALSE
17-060337,12/11/2017 09:25,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,W FLORISSANT AVE / I 70 EASTBO,897988.4,1037636,FALSE
17-060355,12/11/2017 09:53,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,8971,HALLS FERRY RD,894664.5,1051378,FALSE
17-060367,12/11/2017 10:30,43025,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,4844,CUPPLES PL,890360.8,1031733,FALSE
17-060428,12/11/2017 14:57,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2415,N KINGSHIGHWAY BLVD,889128.1,1032112,FALSE
17-060449,12/11/2017 15:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,6800,MICHIGAN AVE,890499.4,990927.1,FALSE
17-060463,12/11/2017 17:15,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4038,N GRAND BLVD,901867.4,1030898,FALSE
17-060465,12/11/2017 17:30,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5030,NATURAL BRIDGE AVE,890648.8,1035264,FALSE
17-060468,12/11/2017 17:54,36211,Robbery,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,4236,S BROADWAY,897347.1,999530.2,FALSE
17-060481,12/11/2017 20:20,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3917,KENNERLY AVE,897804.4,1028217,FALSE
17-060483,12/11/2017 20:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1720,N 22ND ST,903803.9,1024156,FALSE
17-060490,12/11/2017 22:50,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,3545,WINNEBAGO ST,893882.6,1003818,FALSE
17-060510,12/12/2017 02:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4314,DETONTY ST,889663.3,1013791,FALSE
17-060514,12/12/2017 04:10,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4306,COOK AVE,892963.7,1026364,FALSE
17-060518,12/12/2017 05:45,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,4470,ENRIGHT AVE,890942.7,1025838,FALSE
17-060519,12/12/2017 06:42,36112,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/ATTEMPT,3524,N KINGSHIGHWAY BLVD,891147.3,1035041,FALSE
17-060536,12/12/2017 07:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4220,N GRAND BLVD,902439.9,1031915,FALSE
17-060546,12/12/2017 09:17,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,6000,NATURAL BRIDGE AVE,884487.5,1039583,FALSE
17-060591,12/12/2017 13:45,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3431,UNION BLVD,888884.8,1036000,FALSE
17-060656,12/12/2017 16:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6124,N BROADWAY,900558.8,1038456,FALSE
17-060639,12/12/2017 18:40,31422,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,0,LINDELL BLVD / N NEWSTEAD AVE,890404.9,1022633,FALSE
17-060640,12/12/2017 18:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N GRAND BLVD / PAGE BLVD,898094.5,1024134,FALSE
17-060647,12/12/2017 19:00,36421,Robbery,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,2752,CHIPPEWA ST,897014.3,1002475,FALSE
17-060642,12/12/2017 19:05,36211,Robbery,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,3552,GRAVOIS AVE,893516.4,1004609,FALSE
17-060655,12/12/2017 20:50,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5084,DR MARTIN LUTHER KING DR,887444.4,1030650,FALSE
17-060673,12/13/2017 00:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4849,NATURAL BRIDGE AVE,892398.6,1034601,FALSE
17-060680,12/13/2017 03:48,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,0,N BROADWAY / CALVARY AVE,897726.3,1043933,FALSE
17-060736,12/13/2017 12:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5905,JULIAN AVE,880979.4,1031894,FALSE
17-060743,12/13/2017 12:45,23000,Forcible Rape,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,0,COLEMAN ST / N MARKET ST,0,0,TRUE
17-060763,12/13/2017 14:35,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1815,BISHOP P L SCOTT AVE,896434.2,1027002,FALSE
17-060763,12/13/2017 14:35,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1815,BISHOP P L SCOTT AVE,896434.2,1027002,FALSE
17-060813,12/13/2017 16:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,901,UNION BLVD,885108.8,1027810,FALSE
17-060816,12/13/2017 19:15,10000,Homicide,HOMICIDE,6301,W FLORISSANT AVE,890066.6,1048762,FALSE
17-060814,12/13/2017 20:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,W FLORISSANT AVE / N KINGSHIGH,895487.5,1040711,FALSE
17-060851,12/14/2017 01:30,44013,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",4035,NEBRASKA AVE,895947.6,1001027,FALSE
17-060843,12/14/2017 01:33,44013,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",4121,MANCHESTER AVE,891310.8,1017606,FALSE
17-060846,12/14/2017 01:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1326,WASHINGTON AVE,906055.1,1019109,FALSE
17-060846,12/14/2017 01:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1326,WASHINGTON AVE,906055.1,1019109,FALSE
17-060894,12/14/2017 10:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,HODIAMONT AVE / SUBURBAN TRACK,878500.4,1029402,FALSE
17-060893,12/14/2017 10:49,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3720,N KINGSHIGHWAY BLVD,891316,1035410,FALSE
17-060926,12/14/2017 12:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5000,LOTUS AVE,889021.9,1031591,FALSE
17-061620,12/14/2017 14:30,21000,Forcible Rape,RAPE -- FORCIBLE,200,S TUCKER BLVD,0,0,TRUE
