Complaint,DateOccur,Crime,crimeCat,Description,ILEADSAddress,ILEADSStreet,XCoord,YCoord,xyStatus
16-013871,03/25/2016 13:24,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,PALM ST / WARNE AVE,898549.1,1030756,FALSE
16-013868,03/25/2016 14:02,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4317,BECK AVE,887736.1,1004509,FALSE
16-013872,03/25/2016 14:15,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1391,HODIAMONT AVE,880856.8,1033748,FALSE
16-013882,03/25/2016 15:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5030,LOTUS AVE,888609.4,1031645,FALSE
16-013927,03/25/2016 16:00,23000,Forcible Rape,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5000,ODELL ST,0,0,TRUE
16-019820,03/25/2016 16:30,21000,Forcible Rape,RAPE -- FORCIBLE,5000,MINNESOTA AVE,0,0,TRUE
16-013918,03/25/2016 19:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4126,W GREEN LEA PL,898600.9,1033989,FALSE
16-013918,03/25/2016 19:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4126,W GREEN LEA PL,898600.9,1033989,FALSE
16-013918,03/25/2016 19:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4126,W GREEN LEA PL,898600.9,1033989,FALSE
16-013929,03/25/2016 20:45,35112,Robbery,ROBBERY-GAS STA/FIREARM USED/ATTEMPT,7000,MANCHESTER AVE,874686.6,1013295,FALSE
16-013936,03/25/2016 21:25,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3420,IOWA AVE,897760.9,1004925,FALSE
16-013936,03/25/2016 21:25,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3420,IOWA AVE,897760.9,1004925,FALSE
16-013944,03/25/2016 22:38,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,8300,CHURCH RD,896457.9,1048472,FALSE
16-013978,03/26/2016 06:29,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4422,MAFFITT AVE,894032.8,1030506,FALSE
16-013979,03/26/2016 06:35,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,FARLIN AVE / N KINGSHIGHWAY BL,891712.9,1036405,FALSE
16-013995,03/26/2016 10:20,43201,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,1447,HAMILTON AVE,881982,1033748,FALSE
16-013995,03/26/2016 10:20,43201,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,1447,HAMILTON AVE,881982,1033748,FALSE
16-014359,03/26/2016 13:30,10000,Homicide,HOMICIDE,5864,TERRY AVE,883739.6,1036163,FALSE
16-014045,03/26/2016 15:45,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,3838,LEE AVE,900648.8,1032241,FALSE
16-014076,03/26/2016 18:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3843,OREGON AVE,896466.3,1002180,FALSE
16-014076,03/26/2016 18:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3843,OREGON AVE,896466.3,1002180,FALSE
16-014080,03/26/2016 19:30,44013,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",7600,HALL ST,899461.2,1045874,FALSE
16-014087,03/26/2016 21:00,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,3709,PENNSYLVANIA AVE,895968,1003278,FALSE
16-014160,03/26/2016 21:00,44025,Aggravated Assault,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,3838,LOUISIANA AVE,894372.7,1002545,FALSE
16-014093,03/26/2016 21:58,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5970,DELMAR BLVD,879261.1,1027216,FALSE
16-014162,03/26/2016 22:00,21000,Forcible Rape,RAPE -- FORCIBLE,5300,NAGEL AVE,0,0,TRUE
16-014111,03/26/2016 22:15,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,MICHIGAN AVE / OSAGE ST,895183.1,1001622,FALSE
16-014108,03/26/2016 22:26,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5924,DRESSELL AVE,885332.7,1040028,FALSE
16-014137,03/27/2016 04:25,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5402,PAGE BLVD,884585.3,1029900,FALSE
16-014135,03/27/2016 04:30,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,781,N EUCLID AVE,888670.3,1026494,FALSE
16-014135,03/27/2016 04:30,43022,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,781,N EUCLID AVE,888670.3,1026494,FALSE
16-014154,03/27/2016 09:50,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1201,N LEONARD AVE,898774.8,1023655,FALSE
16-014172,03/27/2016 12:14,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2813,OSCEOLA ST,896193.7,998784,FALSE
16-014178,03/27/2016 12:45,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6100,LEONA ST,886661.6,996336.1,FALSE
16-014189,03/27/2016 13:40,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3930,MICHIGAN AVE,895261.6,1001822,FALSE
16-014189,03/27/2016 13:40,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3930,MICHIGAN AVE,895261.6,1001822,FALSE
16-014194,03/27/2016 14:35,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1063,HORNSBY AVE,895773.3,1050843,FALSE
16-014215,03/27/2016 16:45,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3950,ST FERDINAND AVE,896989.8,1027439,FALSE
16-014215,03/27/2016 16:45,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3950,ST FERDINAND AVE,896989.8,1027439,FALSE
16-014230,03/27/2016 19:30,23000,Forcible Rape,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4000,PLEASANT ST,0,0,TRUE
16-014232,03/27/2016 20:36,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1625,VERONICA AVE,893254.9,1050758,FALSE
16-014245,03/27/2016 22:00,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,3832,PENNSYLVANIA AVE,896011.1,1002352,FALSE
16-014246,03/27/2016 23:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2700,NATURAL BRIDGE AVE,902207.1,1029065,FALSE
16-014246,03/27/2016 23:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2700,NATURAL BRIDGE AVE,902207.1,1029065,FALSE
16-014257,03/28/2016 00:24,31422,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,876,HODIAMONT AVE,878553.9,1028981,FALSE
16-014252,03/28/2016 01:13,34111,Robbery,ROBBERY-CONVEN STOR/FIREARM USED/SUCCESS,2607,GRAVOIS AVE,899242.4,1009280,FALSE
16-014258,03/28/2016 01:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,7301,S BROADWAY,890035.2,989096,FALSE
16-014299,03/28/2016 08:10,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1625,CARROLL ST,903017.9,1012974,FALSE
16-014310,03/28/2016 10:23,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,3916,N FLORISSANT AVE,904129.4,1030129,FALSE
16-014309,03/28/2016 10:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3002,OHIO AVE,898506.2,1007575,FALSE
16-014331,03/28/2016 11:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3750,S COMPTON AVE,895109.5,1003111,FALSE
16-014372,03/28/2016 14:40,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,4246,N EUCLID AVE,893234.8,1037136,FALSE
16-014401,03/28/2016 17:15,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,NORFOLK AVE / TOWER GROVE AVE,889775.5,1016581,FALSE
16-014401,03/28/2016 17:15,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,0,NORFOLK AVE / TOWER GROVE AVE,889775.5,1016581,FALSE
16-014401,03/28/2016 17:15,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,0,NORFOLK AVE / TOWER GROVE AVE,889775.5,1016581,FALSE
16-014408,03/28/2016 17:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,920,S GRAND BLVD,895552.6,1016968,FALSE
16-014412,03/28/2016 18:00,43014,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,5603,THEODOSIA AVE,884413.4,1033311,FALSE
16-014425,03/28/2016 19:00,36421,Robbery,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,4250,S BROADWAY,897347.1,999530.2,FALSE
16-014433,03/28/2016 20:15,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,275,UNION BLVD,884536.7,1024563,FALSE
16-014455,03/28/2016 22:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5447,GILMORE AVE,891515.2,1044794,FALSE
16-014454,03/28/2016 22:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4822,PAGE BLVD,889544.1,1028764,FALSE
16-014454,03/28/2016 22:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4822,PAGE BLVD,889544.1,1028764,FALSE
16-014454,03/28/2016 22:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4822,PAGE BLVD,889544.1,1028764,FALSE
16-014454,03/28/2016 22:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4822,PAGE BLVD,889544.1,1028764,FALSE
16-014463,03/28/2016 23:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,882,RIVERVIEW BLVD,896930.3,1052872,FALSE
16-014459,03/28/2016 23:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3411,WINNEBAGO ST,894307.9,1003757,FALSE
16-014472,03/29/2016 01:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3980,HUMPHREY ST,890803.7,1007130,FALSE
16-014475,03/29/2016 01:40,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,2910,CALIFORNIA AVE,897914,1007991,FALSE
16-014553,03/29/2016 13:35,10000,Homicide,HOMICIDE,341,CHRISTIAN AVE,897771.3,1047035,FALSE
16-014569,03/29/2016 15:50,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5858,DR MARTIN LUTHER KING DR,882666.4,1033991,FALSE
16-014592,03/29/2016 18:35,42012,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE,4066,LABADIE AVE,897126.2,1029557,FALSE
16-014615,03/29/2016 21:20,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2848,FRANKLIN AVE,901112.3,1021610,FALSE
16-014624,03/29/2016 21:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4329,GIBSON AVE,890087.5,1017840,FALSE
16-015977,03/29/2016 22:00,43026,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,5124,ST LOUIS AVE,889152.5,1033824,FALSE
16-014647,03/30/2016 04:45,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N 18TH ST / CASS AVE,905735.7,1022935,FALSE
16-014732,03/30/2016 14:00,10000,Homicide,HOMICIDE,5705,MIMIKA AVE,890319.4,1047315,FALSE
16-014743,03/30/2016 14:44,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1551,S GRAND BLVD,894681.4,1014458,FALSE
16-014778,03/30/2016 18:20,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5798,PERSHING AVE,880209.4,1025102,FALSE
16-014802,03/30/2016 19:30,41024,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC,1627,BURD AVE,884708.9,1032851,FALSE
16-014802,03/30/2016 19:30,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1627,BURD AVE,884708.9,1032851,FALSE
16-014802,03/30/2016 19:30,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1627,BURD AVE,884708.9,1032851,FALSE
16-014798,03/30/2016 20:28,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4200,WEST PINE BLVD,891905.7,1021495,FALSE
16-014809,03/30/2016 21:30,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1630,CLARA AVE,884363.6,1033087,FALSE
16-014818,03/30/2016 21:32,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,3923,CHIPPEWA ST,890901.7,1003595,FALSE
16-014821,03/30/2016 23:07,10000,Homicide,HOMICIDE,3617,WINNEBAGO ST,893111.6,1003957,FALSE
16-014823,03/31/2016 00:01,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1325,HAMPTON AVE,880741.4,1016842,FALSE
16-014825,03/31/2016 01:17,31312,Robbery,ROBBERY-HIGHWAY   /OTHR WEPN USED/ATTEMPT,908,LAFAYETTE AVE,905007.2,1011313,FALSE
16-014826,03/31/2016 01:20,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,2107,MADISON ST,904187.8,1024492,FALSE
16-014828,03/31/2016 02:35,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,3459,CHIPPEWA ST,893971.9,1003145,FALSE
16-014911,03/31/2016 03:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4706,S COMPTON AVE,894133.6,996905.8,FALSE
16-014829,03/31/2016 03:00,32112,Robbery,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,4611,VARRELMANN AVE,887890.5,1001277,FALSE
16-014836,03/31/2016 04:40,34211,Robbery,ROBBERY-CONVEN STOR/KNIFE USED/SUCCESS,3925,LINDELL BLVD,894199,1021580,FALSE
16-014840,03/31/2016 05:10,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1630,N 13TH ST,907756,1022977,FALSE
16-014895,03/31/2016 11:30,31311,Robbery,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,2726,MIAMI ST,897423.3,1003747,FALSE
16-014904,03/31/2016 11:38,42203,Aggravated Assault,AGG.ASSAULT-KNIFE/POLICE OFFICER 3RD DEGREE,4970,MCPHERSON,0,0,TRUE
16-014933,03/31/2016 15:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3145,CHIPPEWA ST,895260.4,1002983,FALSE
16-015000,03/31/2016 19:50,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,8776,N BROADWAY,897781.4,1052312,FALSE
16-014991,03/31/2016 19:56,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,920,N GRAND BLVD,897573.6,1022702,FALSE
16-014996,03/31/2016 21:11,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,4200,E SACRAMENTO AVE,897335.3,1032140,FALSE
16-015002,03/31/2016 21:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1484,MARCUS AVE,890603.7,1029339,FALSE
16-015019,03/31/2016 23:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4551,NATURAL BRIDGE AVE,894207.3,1033622,FALSE
16-015023,04/01/2016 00:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3022,TEXAS AVE,898788.2,1007299,FALSE
16-015072,04/01/2016 01:30,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,5824,SELBER CT,884807.3,1037849,FALSE
16-015071,04/01/2016 07:00,32311,Robbery,ROBBERY-RESIDENCE /OTHR WEPN USED/SUCCESS,119,EICHELBERGER ST,894353.4,994683,FALSE
17-015885,4/1/2016 8:00,21000,Forcible Rape,RAPE -- FORCIBLE,4900,NATURAL BRIDGE AVE,0,0,TRUE
16-015116,04/01/2016 15:55,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2519,BILLUPS AVE,894540.6,1029590,FALSE
16-015116,04/01/2016 15:55,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2519,BILLUPS AVE,894540.6,1029590,FALSE
16-015116,04/01/2016 15:55,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2519,BILLUPS AVE,894540.6,1029590,FALSE
16-015131,04/01/2016 16:40,44022,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",0,OHIO AVE / PARK AVE,899535.1,1014290,FALSE
16-015137,04/01/2016 17:35,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3700,LACLEDE AVE,895201.2,1020147,FALSE
16-020983,04/01/2016 17:36,23000,Forcible Rape,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1200,S TUCKER BLVD,0,0,TRUE
16-015135,04/01/2016 17:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4118,PLEASANT ST,902551.1,1030869,FALSE
16-015135,04/01/2016 17:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4118,PLEASANT ST,902551.1,1030869,FALSE
16-015141,04/01/2016 18:30,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3454,ALBERTA ST,893628.5,1002002,FALSE
16-015177,04/01/2016 23:00,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4720,S BROADWAY,895912.1,996407,FALSE
16-015204,04/01/2016 23:30,44012,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",200,S TUCKER BLVD,906343.9,1016785,FALSE
16-015698,04/02/2016 00:01,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,1480,GOODFELLOW BLVD,883184.3,1033381,FALSE
16-015192,04/02/2016 01:46,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1515,HAMPTON AVE,880606.3,1015984,FALSE
16-015209,04/02/2016 07:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1442,CHOUTEAU AVE,904053.8,1013944,FALSE
16-016527,04/02/2016 14:45,21000,Forcible Rape,RAPE -- FORCIBLE,4000,UTAH ST,0,0,TRUE
16-015287,04/02/2016 15:40,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5791,SAINT LOUIS AVE,884678.3,1036452,FALSE
16-015287,04/02/2016 15:40,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5791,SAINT LOUIS AVE,884678.3,1036452,FALSE
16-015287,04/02/2016 15:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5791,SAINT LOUIS AVE,884678.3,1036452,FALSE
16-015322,04/02/2016 15:45,44025,Aggravated Assault,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,5635,GOODFELLOW BLVD,889489.6,1047688,FALSE
16-015293,04/02/2016 16:02,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5830,SELBER CT,885088.8,1037930,FALSE
16-015299,04/02/2016 16:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5131,NORTHLAND AVE,888676.3,1033099,FALSE
16-015303,04/02/2016 17:00,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4500,SAINT LOUIS AVE,893629.3,1031174,FALSE
16-015298,04/02/2016 17:10,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,GOODFELLOW BLVD / NORTH POINTE,890165.8,1048717,FALSE
16-015298,04/02/2016 17:10,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,GOODFELLOW BLVD / NORTH POINTE,890165.8,1048717,FALSE
16-015298,04/02/2016 17:10,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,GOODFELLOW BLVD / NORTH POINTE,890165.8,1048717,FALSE
16-015298,04/02/2016 17:10,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,GOODFELLOW BLVD / NORTH POINTE,890165.8,1048717,FALSE
16-015298,04/02/2016 17:10,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,GOODFELLOW BLVD / NORTH POINTE,890165.8,1048717,FALSE
16-015334,04/02/2016 19:25,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4300,MANCHESTER AVE,889632.7,1017126,FALSE
16-015330,04/02/2016 20:00,43023,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,7604,IVORY AVE,888654.5,988946.4,FALSE
16-015342,04/02/2016 22:31,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1453,PRESERVATION PL,906689.7,1022067,FALSE
16-015342,04/02/2016 22:31,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1453,PRESERVATION PL,906689.7,1022067,FALSE
16-015343,04/02/2016 22:54,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,805,N KINGSHIGHWAY BLVD,887688.6,1026703,FALSE
16-015366,04/03/2016 01:45,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1310,N GRAND BLVD,898106.7,1024167,FALSE
16-015368,04/03/2016 02:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3943,LABADIE AVE,898082.8,1029269,FALSE
16-015409,04/03/2016 12:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4775,LEDUC ST,890467,1030714,FALSE
16-015408,04/03/2016 12:20,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,LOUISIANA AVE / OSCEOLA ST,893514.3,999290.8,FALSE
16-015421,04/03/2016 12:50,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5422,ROBIN AVE,891626.5,1044197,FALSE
16-015427,04/03/2016 13:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1905,E OBEAR AVE,903315.2,1033471,FALSE
16-015445,04/03/2016 14:24,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1200,N 1ST ST,910919.4,1020380,FALSE
16-015447,04/03/2016 15:15,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4212,W SACRAMENTO AVE,896281.1,1032609,FALSE
16-015484,04/03/2016 19:30,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4997,MARDEL AVE,884225.8,1005007,FALSE
16-016159,04/03/2016 23:00,41015,Aggravated Assault,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC,5320,MICHIGAN AVE,893701.3,994673.6,FALSE
16-015519,04/03/2016 23:20,21000,Forcible Rape,RAPE -- FORCIBLE,0,DR MARTIN LUTHER KING DR / HOD,0,0,TRUE
16-015517,04/03/2016 23:35,10000,Homicide,HOMICIDE,20,S 4TH ST,909126.5,1016331,FALSE
16-015569,04/04/2016 01:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4615,GUSTINE AVE,890067,999687.9,FALSE
16-015523,04/04/2016 01:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,NEBRASKA AVE / OSCEOLA ST,895748.6,998824.5,FALSE
16-015526,04/04/2016 01:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ALICE AVE / E CARTER AVE,899603.6,1033939,FALSE
16-015525,04/04/2016 02:00,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1049,SELLS AVE,895867.3,1049192,FALSE
16-015533,04/04/2016 03:52,10000,Homicide,HOMICIDE,5903,CATES AVE,880120.2,1028647,FALSE
16-015560,04/04/2016 08:30,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,2502,BELT AVE,885892.8,1033787,FALSE
16-015560,04/04/2016 08:30,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,2502,BELT AVE,885892.8,1033787,FALSE
